user_id,history_movie_id,history_rating,movie_id,rating,timestamp
A1GUQ6OC330LLC,"['B00087GJ4G', 'B00087LK8Q', 'B00086FO1Q', 'B0001FZGO4', '1578151880', '0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163']","[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",B000K0DB8I,0,1121040000
A1GUQ6OC330LLC,"['B00087LK8Q', 'B00086FO1Q', 'B0001FZGO4', '1578151880', '0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I']","[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",B00017JJ5E,0,1121040000
A1GUQ6OC330LLC,"['B00086FO1Q', 'B0001FZGO4', '1578151880', '0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E']","[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",B000HYN664,1,1122508800
A1GUQ6OC330LLC,"['B0001FZGO4', '1578151880', '0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664']","[0, 1, 0, 1, 0, 1, 1, 0, 0, 1]",B000OWMAIE,1,1122508800
A1GUQ6OC330LLC,"['1578151880', '0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE']","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",B000JGH1YI,1,1122508800
A1GUQ6OC330LLC,"['0944344585', 'B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI']","[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]",0613647874,1,1122681600
A1GUQ6OC330LLC,"['B000H01YYY', '0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874']","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",B0007HJ48A,1,1128211200
A1GUQ6OC330LLC,"['0684848910', '0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A']","[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",B00085H0TG,1,1128211200
A1GUQ6OC330LLC,"['0142800732', '0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG']","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",B000N76HCA,1,1128211200
A1GUQ6OC330LLC,"['0786266163', 'B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA']","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",080650059X,1,1130025600
A1GUQ6OC330LLC,"['B000K0DB8I', 'B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0385513178,0,1132099200
A1GUQ6OC330LLC,"['B00017JJ5E', 'B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178']","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",B000C1X8F6,0,1133308800
A1GUQ6OC330LLC,"['B000HYN664', 'B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178', 'B000C1X8F6']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",B000OVGYHS,0,1135814400
A1GUQ6OC330LLC,"['B000OWMAIE', 'B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178', 'B000C1X8F6', 'B000OVGYHS']","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1594160058,1,1137024000
A1GUQ6OC330LLC,"['B000JGH1YI', '0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178', 'B000C1X8F6', 'B000OVGYHS', '1594160058']","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",B000GIW45U,1,1142812800
A1GUQ6OC330LLC,"['0613647874', 'B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178', 'B000C1X8F6', 'B000OVGYHS', '1594160058', 'B000GIW45U']","[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0307264556,0,1203638400
A1GUQ6OC330LLC,"['B0007HJ48A', 'B00085H0TG', 'B000N76HCA', '080650059X', '0385513178', 'B000C1X8F6', 'B000OVGYHS', '1594160058', 'B000GIW45U', '0307264556']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",B000N6R4AA,0,1205366400
A2C261RFKOTK9Z,"['0786004096', '0882822217', 'B000I3NFKG', '0515047090', 'B000PMCF1A', '0312993099', '0312992599', '1879792818', '0671226525', '0060524715']","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",0553502042,1,1196899200
A2C261RFKOTK9Z,"['0882822217', 'B000I3NFKG', '0515047090', 'B000PMCF1A', '0312993099', '0312992599', '1879792818', '0671226525', '0060524715', '0553502042']","[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",0739326732,0,1196899200
A2C261RFKOTK9Z,"['B000I3NFKG', '0515047090', 'B000PMCF1A', '0312993099', '0312992599', '1879792818', '0671226525', '0060524715', '0553502042', '0739326732']","[1, 1, 1, 0, 0, 1, 0, 1, 1, 0]",0451158334,1,1198022400
A2C261RFKOTK9Z,"['0515047090', 'B000PMCF1A', '0312993099', '0312992599', '1879792818', '0671226525', '0060524715', '0553502042', '0739326732', '0451158334']","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",B000EXYZRC,0,1261180800
A2C261RFKOTK9Z,"['B000PMCF1A', '0312993099', '0312992599', '1879792818', '0671226525', '0060524715', '0553502042', '0739326732', '0451158334', 'B000EXYZRC']","[1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",B00005WM0Q,1,1261958400
A2C261RFKOTK9Z,"['0312993099', '0312992599', '1879792818', '0671226525', '0060524715', '0553502042', '0739326732', '0451158334', 'B000EXYZRC', 'B00005WM0Q']","[0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",B000Q1JZYA,1,1270339200
A2C261RFKOTK9Z,"['0312992599', '1879792818', '0671226525', '0060524715', '0553502042', '0739326732', '0451158334', 'B000EXYZRC', 'B00005WM0Q', 'B000Q1JZYA']","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",0882821865,0,1270339200
A2C261RFKOTK9Z,"['1879792818', '0671226525', '0060524715', '0553502042', '0739326732', '0451158334', 'B000EXYZRC', 'B00005WM0Q', 'B000Q1JZYA', '0882821865']","[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",B000IXR6GA,1,1338681600
A2C261RFKOTK9Z,"['0671226525', '0060524715', '0553502042', '0739326732', '0451158334', 'B000EXYZRC', 'B00005WM0Q', 'B000Q1JZYA', '0882821865', 'B000IXR6GA']","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0976607905,1,1345075200
AZ59R1MUCLLD5,"['B0007EN1E6', 'B000Q7UK20', '082942072X', '0812967623', 'B0006XB4B0', 'B0007EDZRY', 'B0007JGCOC', 'B000P3VCZE', '0684803526', 'B0007JB1IE']","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",B000I1L7UI,0,909187200
AZ59R1MUCLLD5,"['B000Q7UK20', '082942072X', '0812967623', 'B0006XB4B0', 'B0007EDZRY', 'B0007JGCOC', 'B000P3VCZE', '0684803526', 'B0007JB1IE', 'B000I1L7UI']","[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",B0007H3D8W,1,909187200
AZ59R1MUCLLD5,"['082942072X', '0812967623', 'B0006XB4B0', 'B0007EDZRY', 'B0007JGCOC', 'B000P3VCZE', '0684803526', 'B0007JB1IE', 'B000I1L7UI', 'B0007H3D8W']","[0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",B0007DM5XA,1,909187200
AZ59R1MUCLLD5,"['0812967623', 'B0006XB4B0', 'B0007EDZRY', 'B0007JGCOC', 'B000P3VCZE', '0684803526', 'B0007JB1IE', 'B000I1L7UI', 'B0007H3D8W', 'B0007DM5XA']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",B000FSNWDO,1,935539200
A373685JZK0ARN,"['B0007F3CR6', '4770026080', '0446393606', '0300020554', 'B0007ITGS2', 'B0007EEDG6', 'B0006BNTHY', '0062733656', '0865162891', 'B000MUVCPK']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0679101861,1,979344000
A373685JZK0ARN,"['4770026080', '0446393606', '0300020554', 'B0007ITGS2', 'B0007EEDG6', 'B0006BNTHY', '0062733656', '0865162891', 'B000MUVCPK', '0679101861']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",B0007E0M48,0,979430400
A373685JZK0ARN,"['0446393606', '0300020554', 'B0007ITGS2', 'B0007EEDG6', 'B0006BNTHY', '0062733656', '0865162891', 'B000MUVCPK', '0679101861', 'B0007E0M48']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",B000734WLS,0,980553600
A3EV0UPWND877H,"['B000P6G5HG', 'B0007DPN66', 'B000SJKU26', 'B000BO1ZPY', 'B000IG44GM', 'B000MZ5IW8', '0876852231', 'B000MVQ1NC', '1860466354', 'B000N77W6K']","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",0820701785,1,1086480000
A3EV0UPWND877H,"['B0007DPN66', 'B000SJKU26', 'B000BO1ZPY', 'B000IG44GM', 'B000MZ5IW8', '0876852231', 'B000MVQ1NC', '1860466354', 'B000N77W6K', '0820701785']","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",0192801996,1,1099872000
A3EV0UPWND877H,"['B000SJKU26', 'B000BO1ZPY', 'B000IG44GM', 'B000MZ5IW8', '0876852231', 'B000MVQ1NC', '1860466354', 'B000N77W6K', '0820701785', '0192801996']","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",B0007C963I,1,1157587200
A18AKOX75ZNQ16,"['1893554430', '034543076X', 'B00017JIPA', '0349115001', 'B000PGGPZ8', 'B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC']","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",0517584921,0,985305600
A18AKOX75ZNQ16,"['034543076X', 'B00017JIPA', '0349115001', 'B000PGGPZ8', 'B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC', '0517584921']","[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",060980765X,1,985564800
A18AKOX75ZNQ16,"['B00017JIPA', '0349115001', 'B000PGGPZ8', 'B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC', '0517584921', '060980765X']","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",B000J4J0GW,0,986342400
A18AKOX75ZNQ16,"['0349115001', 'B000PGGPZ8', 'B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC', '0517584921', '060980765X', 'B000J4J0GW']","[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",1573220876,1,986515200
A18AKOX75ZNQ16,"['B000PGGPZ8', 'B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC', '0517584921', '060980765X', 'B000J4J0GW', '1573220876']","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",0345401018,0,986860800
A18AKOX75ZNQ16,"['B000GVWHQ8', 'B0006DHKC2', '0786118326', '0754053822', 'B000OVNPPC', '0517584921', '060980765X', 'B000J4J0GW', '1573220876', '0345401018']","[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",B000GG4NB0,1,987638400
AS5Q5KRINI3HP,"['0613647874', '0816148023', '0736615369', 'B000N74PLU', '1853262951', 'B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0685580288,1,1358640000
AS5Q5KRINI3HP,"['0816148023', '0736615369', 'B000N74PLU', '1853262951', 'B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",085166380X,1,1358640000
AS5Q5KRINI3HP,"['0736615369', 'B000N74PLU', '1853262951', 'B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288', '085166380X']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0774033096,1,1358640000
AS5Q5KRINI3HP,"['B000N74PLU', '1853262951', 'B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288', '085166380X', '0774033096']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",B000NTZBMU,1,1359158400
AS5Q5KRINI3HP,"['1853262951', 'B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288', '085166380X', '0774033096', 'B000NTZBMU']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",B000MSDPNY,1,1359158400
AS5Q5KRINI3HP,"['B000NA6UOC', 'B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288', '085166380X', '0774033096', 'B000NTZBMU', 'B000MSDPNY']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",0694521086,0,944524800
AS5Q5KRINI3HP,"['B0006D62U8', '1593978774', '0670894788', '1566636418', '0685580288', '085166380X', '0774033096', 'B000NTZBMU', 'B000MSDPNY', '0694521086']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",0786118326,1,957398400
A1X5D5WYHKFUGQ,"['B000HJNEYS', '0812930991', '0066238226', '0486407454', 'B00005QTHG', 'B000Q6XPDW', 'B00005WNTY', '0754011860', 'B0000632J7', '0786118326']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0783892780,0,993945600
A1X5D5WYHKFUGQ,"['0812930991', '0066238226', '0486407454', 'B00005QTHG', 'B000Q6XPDW', 'B00005WNTY', '0754011860', 'B0000632J7', '0786118326', '0783892780']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0613674650,0,993945600
A1X5D5WYHKFUGQ,"['0066238226', '0486407454', 'B00005QTHG', 'B000Q6XPDW', 'B00005WNTY', '0754011860', 'B0000632J7', '0786118326', '0783892780', '0613674650']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0349113904,0,993945600
A1X5D5WYHKFUGQ,"['0486407454', 'B00005QTHG', 'B000Q6XPDW', 'B00005WNTY', '0754011860', 'B0000632J7', '0786118326', '0783892780', '0613674650', '0349113904']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0673520161,1,995241600
A1X5D5WYHKFUGQ,"['B00005QTHG', 'B000Q6XPDW', 'B00005WNTY', '0754011860', 'B0000632J7', '0786118326', '0783892780', '0613674650', '0349113904', '0673520161']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",B0001PIOWU,1,996796800
AU5HUS2XJBDZZ,"['1400101417', 'B000JMKVBW', '0151007349', 'B000KEUXAI', 'B000PGGPZ8', 'B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775']","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",B000QBF896,1,1194048000
AU5HUS2XJBDZZ,"['B000JMKVBW', '0151007349', 'B000KEUXAI', 'B000PGGPZ8', 'B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896']","[0, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0739321781,0,1198195200
AU5HUS2XJBDZZ,"['0151007349', 'B000KEUXAI', 'B000PGGPZ8', 'B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",B0002QUWRI,0,1201392000
AU5HUS2XJBDZZ,"['B000KEUXAI', 'B000PGGPZ8', 'B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI']","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",B000NUFI7M,0,1205798400
AU5HUS2XJBDZZ,"['B000PGGPZ8', 'B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M']","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0871139324,0,1207267200
AU5HUS2XJBDZZ,"['B000GRP9X0', 'B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M', '0871139324']","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",B000Q7OSP0,0,1214956800
AU5HUS2XJBDZZ,"['B000NNS1ZA', 'B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M', '0871139324', 'B000Q7OSP0']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",B000JD29NE,0,1217721600
AU5HUS2XJBDZZ,"['B0008EH6N2', 'B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M', '0871139324', 'B000Q7OSP0', 'B000JD29NE']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0792735064,1,1227398400
AU5HUS2XJBDZZ,"['B000P46S0M', '0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M', '0871139324', 'B000Q7OSP0', 'B000JD29NE', '0792735064']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",1417627530,0,1227916800
AU5HUS2XJBDZZ,"['0385512775', 'B000QBF896', '0739321781', 'B0002QUWRI', 'B000NUFI7M', '0871139324', 'B000Q7OSP0', 'B000JD29NE', '0792735064', '1417627530']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",B000CC492Q,0,1239062400
